Original_Title,Author,ISBN13,Publisher,Published_Date
MaddAddam,Margaret Atwood,9780385528788, Nan A. Talese,2013
Feed,Mira Grant,9780316081054, Orbit,2010
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,9781400044870, Knopf,2006
The Complete Calvin and Hobbes,Bill Watterson,9780740748479, Andrews McMeel Publishing,2005
The Son,Philipp Meyer,9780062120397, Ecco,2013
The Blood of Olympus,Rick Riordan,9781423146735, Disney-Hyperion Books,2014
Nemesis,Philip Roth,9780547318356, Houghton Mifflin Harcourt,2010
You Suck,Christopher Moore,9780060590291, William Morrow,2007
The Sunset Limited,Cormac McCarthy,9780307278364, Vintage,2006
Cleopatra's Daughter,Michelle Moran,9781847249548, Quercus,2009
"Where'd You Go, Bernadette",Maria Semple,9780316204279," Little, Brown and Company",2012
Grave Surprise,Charlaine Harris,9780425212035, Berkley Hardcover,2006
Paris 1919: Six Months that Changed the World,Margaret MacMillan,9780375760525, Random House Trade Paperbacks,2003
The Scorpio Races,Maggie Stiefvater,9780545224901, Scholastic Press,2011
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,9781439107959, Scribner,2010
The Accidental Time Machine,Joe Haldeman,9780441014996, Ace,2007
These things hidden,Heather Gudenkauf,9780778328797, Mira,2011
The Falls,Joyce Carol Oates,9780060722296, Harper Perennial,2005
Good Grief,Lolly Winston,9780446694841, Grand Central Publishing,2005
Skulduggery Pleasant,Derek Landy,9780061231155, HarperCollins,2007
The Forever War.,Dexter Filkins,9780307266392," Borzoi Books/Alfred A. Knopf, Inc.",2008
Train Dreams,Denis Johnson,9780374281144," Farrar, Straus and Giroux",2011
Airman,Eoin Colfer,9780141383354, Puffin,2008
Undead and Unemployed,MaryJanice Davidson,9780425197486, Berkley,2004
Shopaholic Ties the Knot,Sophie Kinsella,9780440241898, Dell Publishing Company,2004
The Given Day,Dennis Lehane,9780688163181, William Morrow,2008
Remainder,Tom McCarthy,9780307278357, Vintage,2007
Behind Closed Doors,B.A. Paris,9781250121004, St. Martin's Press,2016
The Grand Design,Stephen Hawking,9780553805376, Bantam,2010
Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,9780375422164, Pantheon Books,2005
Love,Toni Morrison,9781400078479, Vintage,2005
Between the World and Me,Ta-Nehisi Coates,9780147520500, Random House Audio,2015
Spin,Robert Charles Wilson,9780765348258, Tor Science Fiction,2006
Catherine the Great: Portrait of a Woman,Robert K. Massie,9780679456728," Random House, Inc. (NY)",2011
"The History of the Quranic Text, from Revelation to Compilation: A Comparative Study with the Old and New Testaments",Muhammad Mustafa Al-Azami,9781872531656, UK Islamic Academy,2003
Private Peaceful,Michael Morpurgo,9780439636483, Scholastic Press,2004
"Started Early, Took My Dog",Kate Atkinson,9780385608022, Doubleday & Co Inc.,2010
The Abstinence Teacher,Tom Perrotta,9780307356369, Random House Canada,2007
Matter,Iain M. Banks,9781841494180, Orbit,"January, 2008"
The Distant Hours,Kate Morton,9781439152782, Atria,2010
The Scar of David,Susan Abulhawa,9781608190461, Bloomsbury USA,2010
Pines,Blake Crouch,9781469216003, Brilliance Audio,2012
Through Black Spruce,Joseph Boyden,9780670020577, Viking Books,2008
Rise to Rebellion: A Novel of the American Revolution,Jeff Shaara,9780345427540, Ballantine Books,2004
Silver Borne,Patricia Briggs,9780441018192, Ace Books,2010
Blue Moon,Alyson Noel,9780312532765, St. Martin's Griffin,2009
Trickster's Queen,Tamora Pierce,9780375828782, Random House,2005
السيرة النبوية: عرض وقائع وتحليل أحداث,علي محمد الصلابي,9789960967868, Darussalam,"October, 2005"
"Something, Maybe",Elizabeth Scott,9781416978657, Simon Pulse,2009
Stolen: A Letter to My Captor,Lucy Christopher,9781906427139, Chicken House Ltd,2009
Family Matters,Rohinton Mistry,9780375703423, Vintage,2003
When She Woke,Hillary Jordan,9781565126299, Algonquin Books,2011
How We Are Hungry,Dave Eggers,9781400095568, Vintage,2005
In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,9780805073669, Owl Books,2003
The Smoke Jumper,Nicholas Evans,9780440235163, Dell,2002
Chasing Vermeer,Blue Balliett,9780439372947, Scholastic Press,2004
"Debt: The First 5,000 Years",David Graeber,9781933633862, Melville House Publishing,2011
The Judas Strain,James Rollins,9780060763893, William Morrow,2007
"The Soloist: A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music",Steve Lopez,9780425226001, Berkley Trade,2008
Clandestine Liaisons,James Sillwood,9781507694893, Createspace Independent Publishing Platform,2014
The Secret of the Nagas.,Amish Tripathi,97893806587, Westland,2011
"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,9780375727436, Vintage,2002
Theodore Rex,Edmund Morris,9780812966008, Random House Trade Paperbacks,2002
Black Order,James Rollins,9780752876450, Orion,2006
Glue,Irvine Welsh,9780099436928, Vintage,2002
The Van Alen Legacy,Melissa de la Cruz,9781423102267, Disney/Hyperion,2009
The Diviners,Libba Bray,9780316126113," Little, Brown Books for Young Readers",2012
Imperium,Christian Kracht,9783462041316, KiWi,2012
Magic Slays,Ilona Andrews,9780441020423, Ace Penguin Berkley,"June, 2011"
Sensual Desires,James Sillwood,9781507693391, Createspace Independent Publishing Platform,2014
The Reading Promise: My Father and the Books We Shared,Alice Ozma,9780446583770, Grand Central Publishing,2011
Shot Down: The true story of pilot Howard Snyder and the crew of the B-17 Susan Ruth,Steve Snyder,9780986076008, Sea Breeze Publishing LLC,2014
Fool's Errand,Robin Hobb,9780006486015, Voyager,2002
La Reina del Sur,Arturo Pérez-Reverte,9780330413145, Picador,2005
The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,9780767913737, Broadway Books,2006
Five Point Someone: What Not to Do at IIT,Chetan Bhagat,9788129104595, Rupa and Co,2006
The Rebels of Ireland,Edward Rutherfurd,9780345472366, Ballantine Books,2007
1493: Uncovering the New World Columbus Created,Charles C. Mann,9780307265722, Alfred A. Knopf (NY),2011
Proxima,Stephen Baxter,9780575116832, Gollancz,2013
"Hide (Detective D.D. Warren, #2)",Lisa Gardner,9780553804324, Bantam Books,2007
Exit Music,Ian Rankin,9780752882857, Orion,2008
Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan,9781843540700, Atlantic Books,2003
Olympos,Dan Simmons,9780380817931, Harper Voyager,2006
La Carte et le Territoire,Michel Houellebecq,9782081246331, Flammarion,2010
A Wedding in December,Anita Shreve,9780316154512, Back Bay Books,2006
Carter Beats the Devil,Glen David Gold,9780786886326, Hyperion,2002
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,9780618619160, Mariner Books,2005
The System of the World,Neal Stephenson,9780060750862, William Morrow Paperbacks,2005
The Ghost Brigades,John Scalzi,9780765354068, Tor Science Fiction,2007
Book of a Thousand Days,Shannon Hale,9781599900513, Bloomsbury Children’s Books,2007
Raised by Wolves,Jennifer Lynn Barnes,9781606840597, EgmontUSA,2010
The Tea Rose,Jennifer Donnelly,9780007208005, Harper Collins Ltd,2006
Tallgrass,Sandra Dallas,9780312360191, St. Martin's Press,2007
Tinkers,Paul Harding,9781934137192, Bellevue Literary Press,2009
Just One Look,Harlan Coben,9780451213204, Dutton,2005
The Confusion,Neal Stephenson,9780060733353, William Morrow Paperbacks,2005
Daemon,Daniel Suarez,9780525951117, Dutton Adult,2009
Salvage the Bones,Jesmyn Ward,9781608195220, Bloomsbury USA,2011
Slow Man,J.M. Coetzee,9780099490623, Vintage,2006
Reached,Ally Condie,9780525423669, Penguin,2012
The Storyteller,Jodi Picoult,9781439102763, Atria,2013
The Beach House,James Patterson,9780446612548, Grand Central Publishing,2003
Testimony,Anita Shreve,9780316059862," Little, Brown and Company",2008
Hunger,Michael  Grant,9780061449062, Katherine Tegen Books,2009
Tiger's Curse,Colleen Houck,9781402784033, Sterling,2011
Starcrossed,Josephine Angelini,9780062011992, HarperTeen,2011
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,9781400067558, Random House,2012
The Madonnas of Leningrad,Debra Dean,9780060825317, Harper Perennial,2007
The Murderer's Daughters,Randy Susan Meyers,9780312576981, St. Martin's Press,2010
A Hunger Like No Other,Kresley Cole,9781416509875, Pocket Star,2006
The Serpent's Shadow,Rick Riordan,9781423140573, Hyperion Books,2012
The Swerve: How the World Became Modern,Stephen Greenblatt,9780393343403, W. W. Norton & Company,2012
Mortal Engines,Philip Reeve,9780060082093, Harper Collins US UK,2005
Runaway: Stories,Alice Munro,9781400077915, Vintage,2005
The Revolution: A Manifesto,Ron Paul,9780446537513, Grand Central Publishing,2008
Gabriel's Rapture,Sylvain Reynard,9781936305551, Penguin Berkley,2012
When God Was a Rabbit,Sarah Winman,9780755379286, Headline Review,2011
Stranger Things Happen,Kelly Link,9781931520003, Small Beer Press,2001
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,9780593061732, Bantam Press,2009
The Persuader,Lee Child,9780440241003, Dell,2008
アフターダーク [Afutā dāku],Haruki Murakami,9780307265838, Knopf Publishing Group,2007
Revelation,C.J. Sansom,9781405092722, MacMillan,2008
Turning Angel,Greg Iles,9780743454162, Pocket Books,2006
"The Anthropology of Turquoise: Reflections on Desert, Sea, Stone, and Sky",Ellen Meloy,9780375408854, Pantheon,2002
Winter of the World,Ken Follett,9780525952923, Berkley,2012
A Monster Calls,Patrick Ness,9781406311525, Walker Books,2011
El prisionero del cielo,Carlos Ruiz Zafón,9780062206282, HarperCollins,2012
Between the Lines,Jodi Picoult,9781451635751, Simon Pulse Simon Schuster,2012
"Saga, Volume One",Brian K. Vaughan,9781607066019, Image Comics,2012
Atemschaukel,Herta Müller,9780805093018, Metropolitan Books,2012
Two Boys Kissing,David Levithan,9780307931900, Knopf Books for Young Readers,2013
Solar,Ian McEwan,9780385533416, Random House,2010
This Changes Everything: Capitalism vs. The Climate,Naomi Klein,9781451697384, Simon & Schuster,2014
Ten Big Ones,Janet Evanovich,9780312936228, St. Martin's Press,2005
"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy",L.A. Meyer,9780152050856, HMH Books for Young Readers,2010
The Blade Itself,Joe Abercrombie,9780575079793, Gollancz,"March, 2007"
The Assassin's Blade,Sarah J. Maas,9781408852590, Bloomsbury Childrens,2014
The Princess Diaries,Meg Cabot,9780613371650, Turtleback,2001
A Constellation of Vital Phenomena,Anthony Marra,9780770436421, Hogarth,2014
The Narrow Road to the Deep North,Richard Flanagan,9781741666700, Vintage Australia,2013
Crispin: The Cross of Lead,Avi,9780786816583, Disney-Hyperion,2004
Accelerando,Charles Stross,9780441014156, Penguin USA,2006
Summertime: Scenes from a Provincial Life III,J.M. Coetzee,9781846553189, Harvill Secker,2009
The Violets of March,Sarah Jio,9780452297036, Plume,2011
Beautiful Chaos,Kami Garcia,9780316123525," Little, Brown and Company",2011
Diary,Chuck Palahniuk,9781400032815, Anchor,2004
Shadow Maker,James R. Hannibal,9780425266892, Berkley,2014
The Gum Thief,Douglas Coupland,9781596911062, Bloomsbury,2007
The Circle,Dave Eggers,9780385351393, Knopf,2013
Proven Guilty,Jim Butcher,9780451461032, Roc,2007
All Families Are Psychotic,Douglas Coupland,9781582342153, Bloomsbury USA,2002
A Spy Among Friends: Kim Philby and the Great Betrayal,Ben Macintyre,9780804136631, Crown Publishers,2014
Rules for Old Men Waiting,Peter R. Pouncey,9780812973969, Random House Trade Paperbacks,2006
The Sex Lives of Siamese Twins,Irvine Welsh,9780224087889, Jonathan Cape,2014
Divergent,Veronica Roth,9780062024022, Katherine Tegen Books,2011
2312,Kim Stanley Robinson,9780316098120, Orbit,2012
Shadow Catcher,James R. Hannibal,9780425266878, Berkley,2013
The Girl with Ghost Eyes,M.H. Boroson,9781940456362, Talos,2015
Perfect Timing,Catherine Anderson,9780451239488, Signet,2013
The Harem,Thomas Sweeney,9780986227202, Kralik Consultants LLC,2014
"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,9780743254434, Scribner,2004
Liliana,Neva Squires-Rodriguez,9781311059161, Smashwords Edition,2014
The Kafir Project,Lee Burvine,9781530651351, Atheist Republic Books,2016
This Book Will Save Your Life,A.M. Homes,9780670034932, Viking Adult,2006
River of Gods,Ian McDonald,9781591024361, Pyr,2006
Cemetery Street,John Zunski,9781458058744, Smashwords,2011
Home,Marilynne Robinson,9780374299101," Farrar, Straus and Giroux",2008
Die for Me,Amy Plum,9780062004017, HarperTeen,2011
Nation,Terry Pratchett,9780061433016, HarperCollins,2008
The Light Between Oceans,M.L. Stedman,9781451681734, Scribner,2012
Nothing to Lose,Lee Child,9780385340564, Delacorte Press,2008
Lullabies for Little Criminals,Heather O'Neill,9780060875077, Harper Perennial,2006
Diarios de motocicleta: notas de viaje por América Latina,Ernesto Che Guevara,9781876175702, Ocean Press,2003
Longbourn,Jo Baker,9780385351232, Knopf,2013
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,A.J. Jacobs,9780743291477, Simon & Schuster,2007
"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai ta saki tsukuru to, kare no junrei no toshia]",Haruki Murakami,9780385352109, Knopf Publishing Group,2014
Dead Beat,Jim Butcher,9780451460912, Roc,2006
Catapult Soul,Brian Celio,9781439228029, Booksurge,"March, 2009"
One Shot,Lee Child,9780440241027, Dell Publishing Company,2006
Relics of the Dead,Ariana Franklin,9780399155444, Putnam Adult,2009
Out of My Mind,Sharon M. Draper,9781416971702, Atheneum Books for Young Readers,2010
The Language of Flowers,Vanessa Diffenbaugh,9780345525543, Ballantine Books,2011
Tell the Wolves I'm Home,Carol Rifka Brunt,9780679644194, Random House,2012
Paranormalcy,Kiersten White,9780061985843, HarperTeen,2010
Labyrinth,Kate Mosse,9780425213971, Berkley,2007
Before I Go To Sleep,S.J. Watson,9780062060556, HarperCollins Publishers,2011
Dime Store Magic,Kelley Armstrong,9780553590159, Spectra Books,2007
Gone Tomorrow,Lee Child,9780593057056, Transworld Publishers,"April, 2009"
Storia della bellezza,Umberto Eco,9780847826469, Rizzoli,2004
The Hard Way,Lee Child,9780385336697, Delacorte Press,2006
NW,Zadie Smith,9780241144145, Hamish Hamilton,2012
Everyman,Philip Roth,9780307277718, Vintage,2007
Tintenblut,Cornelia Funke,9780439554008, The Chicken House,"October, 2005"
Wintersmith,Terry Pratchett,9780385611077, Doubleday Childrens,2010
In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan Weisbecker,9781585420698, Tarcher,2001
Little Children,Tom Perrotta,9780312315733, St. Martin's Griffin,2005
New Zigon - The Founder's Curse,Danelle O'Donnell,9781501065620, Danelle O'Donnell,"May, 2014"
The Cruelest Month,Louise Penny,9780755328949, Headline,2008
Tenth of December,George Saunders,9780812993806, Random House,2013
Without Fail,Lee Child,9781590860625, Brilliance Audio,2002
The One and Only Ivan,Katherine Applegate,9780061992254, HarperCollins,2012
The Killing Kind,John Connolly,9780743456371, Pocket Star,2003
Medicus: A Novel of the Roman Empire (Gaius Petreius Ruso #1),Ruth Downie,9781596912311, Bloomsbury USA,2007
Open City,Teju Cole,9781400068098, Random House,2011
The Dog Stars,Peter Heller,9780307959942, Knopf,2012
Dark Flame,Alyson Noel,9780312590970, St. Martin's Griffin,2010
"A Rule Against Murder (Armand Gamache, #4)",Louise Penny,9780312377021, Minotaur,2009
Dangerous Laughter: Thirteen Stories,Steven Millhauser,9780307267566, Alfred A. Knopf,2008
Death in Holy Orders,P.D. James,9780345446664, Fawcett Books,2002
Shades of Grey,Jasper Fforde,9780670019632, Penguin Group Viking Adult,2009
Darkly Dreaming Dexter,Jeff Lindsay,9780307277886, Vintage Books,2006
Found,Margaret Peterson Haddix,9781416954170, Simon & Schuster Books For Young Readers,2008
Pompeii,Robert   Harris,9780812974614, Random House Trade Paperbacks,2005
Max,James Patterson,9780316002899, jimmy patterson,2009
How I Live Now,Meg Rosoff,9780553376050, Wendy Lamb Books,2004
Angelfall,Susan Ee,9781444778519, Hodder and Stoughton,2013
Wings,Aprilynne Pike,9780061668036, HarperTeen,2009
The Long Earth,Terry Pratchett,9780062067753, HarperCollins Harper,2012
博士の愛した数式 [Hakase no aishita sūshiki],Yōko Ogawa,9780312427801, Picador,2009
Cross Bones,Kathy Reichs,9780743453028, Pocket Star,2006
The Ill-Made Mute,Cecilia Dart-Thornton,9780446610803, Warner Books,2002
The Second Summer of the Sisterhood,Ann Brashares,9780385731058, Delacorte Books for Young Readers,"December, 2004"
Undead and Uneasy,MaryJanice Davidson,9780425213766, Berkley Hardcover,2007
Goliath,Scott Westerfeld,9781416971771, Simon Schuster,2011
The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,9780743250627, Simon & Schuster,2005
The Dream of Scipio,Iain Pears,9781573229869, Riverhead Books,2003
A Wolf at the Table,Augusten Burroughs,9780312342029, St. Martin's Press,2008
The Shoemaker's Wife,Adriana Trigiani,9780061257094, Harper,2012
Blackwater: The Rise of the World's Most Powerful Mercenary Army,Jeremy Scahill,9781846686306, Serpent's Tail,2007
John Dies at the End,David Wong,9780978970765, Permuted Press,2007
The Golem and the Jinni,Helene Wecker,9780062110831, Harper,2013
Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller,9780375758997, Random House Trade Paperbacks,2003
Pride (Shifters #3),Rachel Vincent,9780778326496, Mira Books,2009
Await Your Reply,Dan Chaon,9780345476029, Ballantine Books,2009
