ID,Title,Author,ISBN13,Publication,Published_Date,Ratings,Genres,Reviews,Average_Rating,Language
1038,Artemis Fowl: The Time Paradox,Eoin Colfer,9781423108368, Hyperion  Books for Children,2009,"63,621","Fantasy, Young Adult, Fiction, Science Fiction","1,837",4.07,English
1039,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster),Rick Riordan,9781484707234,Disney-Hyperion,2014,"31,622","Fantasy, Young Adult, Fantasy, Mythology, Adventure",499,4.58,English
1040,Heist Society (Heist Society Series #1),Ally Carter,9781423116615,Disney-Hyperion,2011,"75,492","Young Adult, Mystery, Contemporary, Romance","4,693",3.92,English
1041,Hex Hall (Hex Hall Series #1),Rachel Hawkins,9781423121398,Disney-Hyperion,2011,"111,175","Young Adult, Fantasy, Fantasy, Paranormal, Fantasy, Magic, Paranormal, Vampires","7,604",3.97,English
1042,Demonglass (Hex Hall Series #2),Rachel Hawkins,9781423128441,Disney Press,2012,"74,600","Young Adult, Fantasy, Fantasy, Paranormal, Fantasy, Magic, Romance, Paranormal, Vampires","4,421",4.13,English
1043,Spell Bound (Hex Hall Series #3),Rachel Hawkins,9781423121404,Disney Press,2013,"49,117","Young Adult, Fantasy, Fantasy, Paranormal, Fantasy, Magic, Romance, Paranormal, Vampires","3,715",4.09,English
1044,Only the Good Spy Young (10th Anniversary Edition) (Gallagher Girls Series #4),Ally Carter,9781484785065,Disney Press,2016,"52,684","Young Adult, Mystery, Romance, Spy Thriller, Espionage","2,183",4.29,English
1045,The Throne of Fire (Kane Chronicles Series #2),Rick Riordan,9781423142010,Disney Press,2012,"117,070","Fantasy, Fantasy, Mythology, Young Adult, Adventure","4,734",4.2,English
1046,The Serpent's Shadow (Kane Chronicles Series #3),Rick Riordan,9781423142027,Disney Press,2013,"84,301","Fantasy, Fantasy, Mythology, Young Adult","4,158",4.28,English
1047,The Son of Neptune (The Heroes of Olympus Series #2),Rick Riordan,9781423141990,Disney Press,2013,"300,697","Fantasy, Young Adult, Fantasy, Mythology","11,636",4.44,English
1048,The Son of Neptune (The Heroes of Olympus Series #2),Rick Riordan,9781423141990,Disney Press,2013,"254,243","Fantasy, Young Adult, Fantasy, Mythology","12,749",4.49,English
1049,The Mark of Athena (The Heroes of Olympus Series #3),Rick Riordan,9781423142003,Disney Press,2014,"254,243","Fantasy, Young Adult, Fantasy, Mythology","12,749",4.49,English
1050,The House of Hades (Heroes of Olympus Series #4),Rick Riordan,9781423146773,Disney Press,2015,"160,926","Fantasy, Young Adult, Fantasy, Mythology, Adventure","11,336",4.54,English
1051,The Son of Neptune (The Heroes of Olympus Series #2),Rick Riordan,9781423141990,Disney Press,2013,"113,419","Fantasy, Fantasy, Mythology, Young Adult, Adventure","11,617",4.41,English
1052,The Mark of Athena (The Heroes of Olympus Series #3),Rick Riordan,9781423142003,Disney Press,2014,"113,419","Fantasy, Fantasy, Mythology, Young Adult, Adventure","11,617",4.41,English
1053,The Blood of Olympus (Heroes of Olympus Series #5),Rick Riordan,9781423146735,Disney Press,2014,"113,419","Fantasy, Fantasy, Mythology, Young Adult, Adventure","11,617",4.41,English
1054,The House of Hades (Heroes of Olympus Series #4),Rick Riordan,9781423146773,Disney Press,2015,"113,419","Fantasy, Fantasy, Mythology, Young Adult, Adventure","11,617",4.41,English
1055,The Darkest Minds (The Darkest Minds Series #1),Alexandra Bracken,9781423159322,Disney Press,2013,"84,552","Science Fiction, Dystopia, Young Adult, Fantasy","10,712",4.27,English
1056,The Sword of Summer (Magnus Chase and the Gods of Asgard Series #1),Rick Riordan,9781423160915,Disney Press,2015,"73,326","Fantasy, Fantasy, Mythology, Young Adult","7,768",4.26,English
1057,Rose Under Fire,Elizabeth Wein,9781423183099, Disney Hyperion,2014,"13,892","Historical Fiction, Young Adult, Historical, Fiction, War, World War II, War","2,416",4.12,English
1058,Happy Ever After (Nora Roberts' Bride Quartet Series #4),Nora Roberts,9780425236758,Penguin Publishing Group,2010,"44,374","Romance, Romance, Contemporary Romance, Contemporary, Womens Fiction, Chick Lit, Fiction","1,979",4.17,English
1059,Exclusively Yours,Shannon Stacey,9781426890017, Carina Press,2011,"15,911","Romance, Contemporary Romance, Contemporary, Romance, Womens Fiction, Chick Lit","1,136",3.84,English
1060,My Stroke of Insight: A Brain Scientist's Personal Journey,Jill Bolte Taylor,9780452295544,Penguin Publishing Group,2009,"17,643","Nonfiction, Science, Autobiography, Memoir, Biography, Psychology, Biology, Neuroscience, Health, Medical, Health, Medicine, Neuroscience, Brain","2,815",3.85,English
1061,The Thin Wall,Cheryl Anne Gardner,9781430312567, Lulu,2009,11,,5,4.09,English
1062,Sing You Home,Jodi Picoult,9781439102725, Atria Books,2011,"66,071","Fiction, Glbt, Womens Fiction, Chick Lit","6,137",3.75,English
1063,The Storyteller,Jodi Picoult,9781439102763, Atria,2013,"116,629","Fiction, Historical Fiction, World War II, Holocaust, Contemporary","13,403",4.26,English
1064,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,9781439107959, Scribner,2011,"49,426","Nonfiction, Science, History, Health, Medicine, Medical, Health, Audiobook, Biography, Science, Biology, Science, Popular Science","4,559",4.28,English
1065,The Distant Hours,Kate Morton,9781439152782, Atria,2011,"50,250","Historical Fiction, Fiction, Mystery, Historical, Gothic","6,011",3.86,English
1066,Point Omega,Don DeLillo,9781439169957, Scribner Book Company,2010,"5,949","Fiction, Novels, Literature, American, Literature, Contemporary",663,3.43,English
1067,The First Bad Man,Miranda July,9781439172568, Scribner,2015,"15,837","Fiction, Contemporary, Novels","2,285",3.57,English
1068,"Full Dark, No Stars",Stephen King,9781439192566, Scribner Book Company,2011,"65,427","Horror, Fiction, Short Stories, Thriller","5,078",4.02,English
1069,The Last Pharaoh: Mubarak and the Uncertain Future of Egypt in the Volatile Mid East,Aladdin Elaasar,9781439226001, BookSurge Publishing,2009,35,History,6,4.0,English
1070,City of Fallen Angels (The Mortal Instruments Series #4),Cassandra Clare,9781481455992,Margaret K. McElderry Books,2015,"352,648","Fantasy, Young Adult, Fantasy, Paranormal, Romance","18,067",4.16,English
1071,Wither (Chemical Garden Series #1),Lauren DeStefano,9781442409064,Simon & Schuster Books For Young Readers,2011,"85,968","Young Adult, Science Fiction, Dystopia, Romance","7,803",3.82,English
1072,Fever (Chemical Garden Series #2),Lauren DeStefano,9781442409088,Simon & Schuster Books For Young Readers,2013,"37,279","Science Fiction, Dystopia, Young Adult, Romance","3,191",3.79,English
1073,Where Things Come Back,John Corey Whaley,9781442413337, Atheneum Books for Young Readers,2012,"16,739","Young Adult, Contemporary, Fiction, Realistic Fiction, Mystery","2,702",3.81,English
1074,"Silence (Hush, Hush Saga #3)",Becca Fitzpatrick,9781442426658,Simon & Schuster Books For Young Readers,2013,"184,086","Young Adult, Fantasy, Paranormal, Romance, Fantasy, Romance, Paranormal Romance, Fantasy, Supernatural, Paranormal, Angels, Fiction, Fantasy, Urban Fantasy, Mystery","7,150",4.18,English
1075,"Finale (Hush, Hush Saga #4)",Becca Fitzpatrick,9781442426689,Simon & Schuster Books For Young Readers,2013,"106,724","Young Adult, Paranormal, Angels, Fantasy, Fantasy, Paranormal, Romance","7,308",4.23,English
1076,Blood Red Road (Dust Lands Series #1),Moira Young,9781442429994,Margaret K. McElderry Books,2012,"50,208","Young Adult, Science Fiction, Dystopia, Fantasy, Romance","5,470",3.94,English
1077,Winger,Andrew  Smith,9781442444928, Simon & Schuster,2014,"18,342","Young Adult, Contemporary, Realistic Fiction, Humor, Fiction","3,711",4.09,English
1078,The Unbecoming of Mara Dyer (Mara Dyer Trilogy Series #1),Michelle Hodkin,9781442421776,Simon & Schuster Books For Young Readers,2012,"35,378","Young Adult, Fantasy, Paranormal, Fantasy, Romance","5,517",4.15,English
1079,The Evolution of Mara Dyer (Mara Dyer Trilogy Series #2),Michelle Hodkin,9781442421806,Simon & Schuster Books For Young Readers,2013,"35,378","Young Adult, Fantasy, Paranormal, Fantasy, Romance","5,517",4.15,English
1080,Dangerous Girls,Abigail Haas,9781442486591, Simon Pulse,2014,"11,315","Young Adult, Mystery, Contemporary, Thriller, Thriller, Mystery Thriller","2,318",4.15,English
1081,The Best Place on Earth: Stories,Ayelet Tsabari,9781443411950, HarperCollins Canada,2016,415,"Short Stories, Fiction, Cultural, Israel, Literature, Jewish, Cultural, Canada, Short Stories, Short Story Collection, Judaism, Judaica, Literary Fiction, Cultural, Asia, Realistic Fiction",114,4.18,English
1082,Tiger's Voyage (Tiger's Curse Series #3),Colleen Houck,9781454903574,Splinter,2014,"25,940","Fantasy, Young Adult, Romance, Fantasy, Mythology, Fantasy, Paranormal, Fantasy, Magic, Adventure, Fantasy, Dragons, Fiction, Romance, Paranormal Romance","2,093",4.35,English
1083,A Stolen Life: A Memoir,Jaycee Dugard,9781451629194,Simon & Schuster,2012,"77,466","Biography, Nonfiction, Autobiography, Memoir, Crime, True Crime, Biography, Autobiography, Mystery, Crime","6,764",3.88,English
1084,Between the Lines,Jodi Picoult,9781451635751, Simon Pulse Simon Schuster,2013,"31,657","Young Adult, Fantasy, Romance, Fiction","4,696",3.58,English
1085,Ordinary Grace,William Kent Krueger,9781451645828, Atria Books,2014,"35,763","Fiction, Historical Fiction, Mystery, Young Adult, Coming Of Age, Book Club","5,327",4.14,English
1086,In the Shadow of the Banyan,Vaddey Ratner,9781451657708, Simon & Schuster,2013,"13,580","Fiction, Cultural, Asia, War, Historical","2,053",4.03,English
1087,The Light Between Oceans,M. L. Stedman,9781451681734, Scribner,2013,"255,188","Fiction, Historical Fiction, Cultural, Australia, Book Club, Historical","27,826",4.0,English
1088,This Changes Everything: Capitalism vs. The Climate,Naomi  Klein,9781451697384, Simon & Schuster,2015,"8,740","Nonfiction, Politics, Environment, Science, Economics, Environment, Climate Change","1,055",4.15,English
1089,The Astronaut Wives Club: A True Story,Lily Koppel,9781455503247,Grand Central Publishing,2014,"19,242","Nonfiction, History, Biography, Audiobook, Space, Historical","3,218",3.25,English
1090,The Longest Ride,Nicholas Sparks,9781455520657, Grand Central Publishing,2015,"82,601","Romance, Fiction, Womens Fiction, Chick Lit, Contemporary","8,397",4.14,English
1091,The Target (Will Robie Series #3),David Baldacci,9781455521265,Grand Central Publishing,2015,"25,406","Thriller, Fiction, Mystery, Suspense","1,930",4.03,English
1092,The Steel Kiss (Lincoln Rhyme Series #12),Jeffery Deaver,9781455536351,Grand Central Publishing,2016,"5,567","Thriller, Fiction, Mystery, Crime, Mystery, Suspense",547,4.04,English
1093,The Secret Wisdom of the Earth,Christopher Scotton,9781455551927, Grand Central Publishing,2016,"6,074","Fiction, Historical Fiction, Contemporary, Young Adult, Coming Of Age, Young Adult","1,142",4.09,English
1094,One Breath Away,Heather Gudenkauf,9781455895700, Brilliance Audio,2012,"13,786","Thriller, Thriller, Mystery Thriller, Drama, Adult","1,899",3.98,English
1095,Cemetery Street,John Zunski,9781458058744, Smashwords,2012,54,Romance,21,4.19,English
1096,Pines (Wayward Pines #1),Blake Crouch,9781612183954,Thomas & Mercer,2012,"56,724","Thriller, Mystery, Horror, Fiction, Science Fiction","4,976",3.88,English
1097,Homecoming (The 100 Series #3),Kass Morgan,9780316381963,"Little, Brown Books for Young Readers",2015,"7,663","Young Adult, Science Fiction, Dystopia, Science Fiction",845,3.7,English
1098,Walking Disaster (Beautiful Disaster Series #2),Jamie McGuire,9781476712987,Atria Books,2013,"140,857","Romance, New Adult, Contemporary, Romance, Contemporary Romance, Young Adult","11,200",4.24,English
1099,Effortless (Thoughtless Series #2),S. C. Stephens,9781476717487,Gallery Books,2013,"104,373","Romance, New Adult, Romance, Contemporary Romance, Contemporary, Music, Young Adult, Academic, College, Adult, Adult Fiction, Erotica, Womens Fiction, Chick Lit","4,311",4.37,English
1100,The Rosie Project,Graeme Simsion,9781476729084, Simon & Schuster,2014,"278,009","Contemporary, Humor, Womens Fiction, Chick Lit, Adult, Fiction","29,320",4.01,English
1101,The  Daughters of Mars,Thomas Keneally,9781476734613, Atria Books,2014,"3,248","Historical Fiction, Fiction, Cultural, Australia, War, Historical, War, World War I",726,3.64,English
1102,Mr. Mercedes (Bill Hodges Series #1),Stephen King,9781476754475,Gallery Books,2015,"131,658","Fiction, Thriller, Mystery, Horror, Mystery, Crime","11,404",3.91,English
1103,Confess,Colleen Hoover,9781476791456, Atria Books,2015,"74,759","Romance, New Adult, Contemporary, Fiction, Romance, Contemporary Romance","10,373",4.25,English
1104,City of Heavenly Fire (The Mortal Instruments Series #6),Cassandra Clare,9781481444422,Margaret K. McElderry Books,2015,"186,371","Fantasy, Young Adult","18,665",4.48,English
1105,The Hidden Oracle (B&N Exclusive Edition) (The Trials of Apollo Series #1),Rick Riordan,9781484782682,Disney Press,2016,"39,363","Young Adult, Fantasy, Adventure","5,683",4.35,English
1106,Cracked Hearts: The Story of Ultimate Betrayal and Love,Linda Masemore Pirrung,9781491715741, iUniverse,2013,100,"Romance, Psychology",47,4.32,English
1107,Zero K,Don DeLillo,9781501135392, Scribner,2016,"4,743","Fiction, Science Fiction, Novels, Literary Fiction, Audiobook, Fantasy",873,3.27,English
1108,milk and honey,Rupi Kaur,9781502784278, Createspace,2015,"37,795","Poetry, Feminism, Nonfiction, Contemporary, Adult, Romance, Cultural, Canada, Womens, Sociology, Abuse, Health, Mental Health","5,018",4.38,English
1109,Wondrous Strange (Wondrous Strange Series #1),Lesley Livingston,9780061575396,HarperCollins Publishers,2009,"19,152","Fantasy, Young Adult, Paranormal, Fairies, Romance, Fantasy, Paranormal","1,429",3.7,English
1110,The Bullet Collection: A Novel,Patricia Sarrafian Ward,9781555972998,Graywolf Press,2013,29,"Fiction, Cultural, Lebanon",3,4.21,English
1111,Baghdad Burning: Girl Blog from Iraq / Edition 1,Riverbend,9781558614895,"Feminist Press at CUNY, The",2005,829,"Nonfiction, Autobiography, Memoir, History, War, Politics, Biography, Womens, Religion, Islam, Writing, Essays, Biography Memoir",96,4.07,English
1112,Desert Blood: The Juarez Murders,Alicia Gaspar De Alba,9781558854468, Arte Publico Press,2007,330,"Fiction, Mystery, Glbt, Lesbian, Novels",43,3.88,English
1113,Batman: The Dark Knight Strikes Again,Frank Miller,9781563899294, DC Comics,2003,"11,135","Sequential Art, Comics, Sequential Art, Graphic Novels, Dc Comics, Batman, Superheroes, Dc Comics, Fiction, Comics, Comic Book, Graphic Novels Comics, Comics, Superheroes",612,3.2,English
1114,Water for Elephants,Sara Gruen,9781565125605, Algonquin Books,2007,"1,065,931","Fiction, Historical Fiction, Romance, Book Club","54,998",4.06,English
1115,The Future of Love: A Novel,Shirley Abbott,9781565125674, Algonquin Books,2008,111,"Fiction, Adult Fiction, Adult, Relationships",26,3.22,English
1116,Mudbound,Hillary Jordan,9781565125698, Algonquin Books,2009,"46,126","Historical Fiction, Fiction, Historical","4,802",3.99,English
1117,When She Woke,Hillary Jordan,9781565126299, Algonquin Books,2012,"20,380","Fiction, Science Fiction, Dystopia, Science Fiction, Adult Fiction","3,705",3.67,English
1118,The New Pearl Harbor: Disturbing Questions about the Bush Administration and 9/11,David Ray Griffin,9781566565523,"Interlink Publishing Group, Incorporated",2004,411,"History, Politics, Nonfiction",47,4.11,English
1119,Across the Nightingale Floor (Tales of the Otori Series #1),Lian Hearn,9781573223324,Penguin Publishing Group,2003,"27,287","Fantasy, Fiction, Historical Fiction, Cultural, Japan, Young Adult, Historical","1,574",4.05,English
1120,"My Grandfather's Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen,9781573228565, Riverhead Books,2001,"1,989","Spirituality, Nonfiction, Autobiography, Memoir, Self Help",317,4.35,English
1121,My Dream of You,Nuala O'Faolain,9781573229081, Riverhead Books,2002,"1,961","Fiction, Historical Fiction, Cultural, Ireland, European Literature, Irish Literature, Romance",267,3.55,English
1122,Fingersmith,Sarah Waters,9781573229722, Riverhead Books,2002,"50,359","Historical Fiction, Fiction, Glbt, Historical, Mystery, Romance, Glbt, Queer","3,591",4.02,English
1123,Don't Waste Your Life,John Piper,9781581344981, Crossway Books,2010,"20,021","Christian, Religion, Theology, Nonfiction, Religion, Christianity, Religion, Faith",562,4.1,English
1124,Hey Nostradamus!,Douglas Coupland,9781582344157, Bloomsbury USA,2008,"15,551","Fiction, Cultural, Canada, Contemporary, Novels",604,3.72,English
1125,At the Sign of the Sugared Plum,Mary Hooper,9781582348490, Bloomsbury USA Childrens,2003,"2,417","Historical Fiction, Young Adult, Historical, Fiction, Romance",216,3.89,English
1126,River Secrets,Shannon Hale,9781582349015, Bloomsbury Children's Books,2008,"27,765","Young Adult, Fantasy, Romance, Fantasy, Fairy Tales","2,220",4.03,English
1127,Enna Burning,Shannon Hale,9781582349060, Bloomsbury USA Childrens,2006,"32,943","Fantasy, Young Adult, Fiction, Fantasy, Fairy Tales, Romance","3,318",3.97,English
1128,The Frog Princess (The Tales of the Frog Princess Series #1),E. D. Baker,9781619636170,Bloomsbury USA,2014,"21,678","Fantasy, Fantasy, Fairy Tales, Young Adult, Romance, Fantasy, Magic","1,104",3.81,English
1129,The Fluoride Deception,Christopher Bryson,9781583227008, Seven Stories Press,2005,204,"Health, Nonfiction, Science, History, Politics, Health, Nutrition, Health, Medicine, Medical",35,4.23,English
1130,Slave: My True Story,Mende Nazer,9781586483180, PublicAffairs,2009,"5,589","Nonfiction, Cultural, Africa, Biography, Autobiography, Memoir, Biography, Autobiography",461,4.28,English
1131,The Journals of Eleanor Druse: My Investigation of the Kingdom Hospital Incident,Eleanor Druse,9781587246708, Wheeler Publishing,2004,"1,152","Horror, Fiction, Mystery, Fantasy, Fantasy, Paranormal, Paranormal, Ghosts",58,3.55,English
1132,"Christy Miller Collection, Volume 1: Summer Promise, A Whisper and a Wish, Yours Forever",Robin Jones Gunn,9781590525845,The Crown Publishing Group,2006,"4,230","Christian, Christian Fiction, Young Adult, Romance, Contemporary, Fiction, Young Adult, Teen, Realistic Fiction, Romance, Christian Romance, Inspirational",302,4.47,English
1133,"Blue Ocean Strategy, Expanded Edition: How to Create Uncontested Market Space and Make the Competition Irrelevant",W. Chan Kim,9781625274496,Harvard Business Review Press,2015,"30,706","Business, Nonfiction, Business, Entrepreneurship, Buisness",619,3.84,English
1134,Meatball Sundae: Is Your Marketing out of Sync?,Seth Godin,9781591841746, Portfolio,2012,"1,800","Business, Nonfiction, Buisness, Audiobook, Management, Business, Entrepreneurship, Social Science, Social Media, Psychology, Leadership",117,3.73,English
1135,Heart of Avalon (Avalon Web of Magic Series #10),Rachel Roberts,9781593150136,Vanguard Press,2006,621,"Fantasy, Fantasy, Magic",12,4.29,English
1136,The Joy of the Gospel: Evangelii Gaudium,Pope Francis,9781593252625,"Word Among Us Press, The",2014,"1,384","Religion, Religion, Theology, Nonfiction, Spirituality, Christianity, Catholic, Christian, Religion, Faith, Religion, Christianity",155,4.5,English
1137,All About Lulu,Jonathan Evison,9781593761967, Soft Skull Press,2008,"1,094","Fiction, Adult Fiction, Young Adult, Coming Of Age, Young Adult, Literary Fiction, Contemporary, Literature, Book Club, Drama, Family",196,3.64,English
1138,A Necessary Evil,Alex Kava,9781593974466, Macmillan Audio,2016,"6,364","Mystery, Thriller, Mystery, Crime, Suspense, Fiction, Thriller, Mystery Thriller, Mystery, Detective, Horror, Mystery, Murder Mystery, Action",210,4.12,English
1139,Andrew Carnegie,David Nasaw,9781594201042," Penguin Press HC, The",2007,"1,709","Biography, History, Business, Nonfiction, North American Hi..., American History",160,3.92,English
1140,Asesinato en Amsterdam: La muerte de Theo van Gogh y los límites de la tolerancia (Murder in Amsterdam: The Death of Theo Van Gogh and the Limits of Tolerance),Ian Buruma,9788499920986,Penguin Random House Grupo Editorial España,2011,"1,026","Politics, Nonfiction, History, Religion, Islam, Religion, Mystery, Crime, Crime, True Crime, War, Terrorism, Sociology, History, European History",112,3.71,English
1141,Thomas Hardy: The Time-Torn Man,Claire Tomalin,9781594201189, Penguin Press,2008,"1,089","Biography, Nonfiction, History, Literature, European Literature, British Literature, Biography Memoir, Literature, 19th Century, Historical, Victorian, Poetry, Criticism, Literary Criticism",86,4.0,English
1142,In Defense of Food: An Eater's Manifesto,Michael Pollan,9781594201455," Penguin Press HC, The",2009,"82,471","Nonfiction, Food and Drink, Food, Health, Science, Health, Nutrition, Food and Drink, Cooking","6,880",4.06,English
1143,Washington: A Life,Ron Chernow,9781594202667, Penguin Press (NYC et al.),2011,"26,759","Biography, History, Nonfiction, North American Hi..., American History, Politics, Presidents","1,250",4.08,English
1144,Bleeding Edge,Thomas Pynchon,9781594204234, Penguin Press,2014,"7,977","Fiction, Mystery, Novels, Literature, Contemporary, Literature, American, Historical Fiction, Literary Fiction, New York, Mystery, Crime","1,148",3.55,English
1145,Ghana Must Go,Taiye Selasi,9781594204494, Penguin Press,2014,"6,038","Fiction, Cultural, Africa, Contemporary",837,3.79,English
1146,Modern Romance,Aziz Ansari,9781594206276, Penguin Press,2016,"87,918","Nonfiction, Humor, Audiobook","8,957",3.85,English
1147,The Kite Runner (10th Anniversary),Khaled Hosseini,9781594631931,Penguin Publishing Group,2013,"1,783,496","Fiction, Historical Fiction, Contemporary","57,464",4.25,English
1148,"Ensemble, c'est tout",Anna Gavalda,9781594481444, Riverhead Books,2005,"12,050","Literary Fiction, European Literature, German Literature","1,026",4.1,English
1149,A Long Way Down,Nick Hornby,9781594481932, Riverhead Books,2006,"65,738","Fiction, Contemporary, Humor, European Literature, British Literature","4,468",3.41,English
1150,In Persuasion Nation,George Saunders,9781594482427, Riverhead Books,2007,"6,252","Short Stories, Fiction, Humor, Literature, American",580,4.1,English
1151,A Brief History of Seven Killings,Marlon James,9781594486005, Riverhead Books,2015,"14,759","Fiction, Mystery, Crime, Literary Fiction, Mystery","2,469",3.85,English
1152,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,9781594485756,Penguin Publishing Group,2012,"79,175","Nonfiction, Psychology, Science, Sociology, Audiobook, Mental Health, Mental Illness, Health, Mental Health, Writing, Journalism, Humor, Mystery, Crime","5,177",3.91,English
1153,The Street Sweeper,Elliot Perlman,9781594488474, Riverhead Books,2012,"3,111","Fiction, Historical Fiction, World War II, Holocaust, Historical, Cultural, Australia, War, Contemporary, War, World War II, Book Club, Literary Fiction",533,4.12,English
1154,The Little Stranger,Sarah Waters,9781594488801, Riverhead Books,2010,"27,360","Fiction, Horror, Mystery, Historical Fiction, Paranormal, Ghosts, Fantasy, Paranormal","4,129",3.5,English
1155,The Tao of Wu,The RZA,9781594488856, Riverhead Hardcover,2010,"2,166","Nonfiction, Music, Philosophy, Biography, Music, Hip Hop, Autobiography, Memoir",186,4.05,English
1156,A Thousand Splendid Suns,Khaled Hosseini,9781594489501, Riverhead,2008,"820,114","Fiction, Historical Fiction, Contemporary","42,013",4.33,English
1157,The Wordy Shipmates,Sarah Vowell,9781594489990, Riverhead Books,2009,"18,398","Nonfiction, Humor, History, North American Hi..., American History, Audiobook, Writing, Essays","2,471",3.66,English
1158,And The Mountains Echoed,Khaled Hosseini,9781594631764, Riverhead Books,2014,"214,410","Fiction, Historical Fiction, Contemporary","23,345",4.03,English
1159,Miss Peregrine's Home for Peculiar Children (Barnes & Noble Exclusive Movie Tie-In Edition),Ransom Riggs,9781594749711,Quirk Publishing,2016,"595,409","Fantasy, Young Adult, Fiction, Fantasy, Paranormal, Mystery","50,529",3.87,English
1160,Miss Peregrine's Home for Peculiar Children (Barnes & Noble Exclusive Movie Tie-In Edition),Ransom Riggs,9781594749711,Quirk Publishing,2016,"595,480","Fantasy, Young Adult, Fiction, Fantasy, Paranormal, Mystery","50,533",3.87,English
1161,Thirteen Reasons Why,Jay Asher,9781595141712, Razorbill,2011,"500,158","Young Adult, Contemporary, Fiction, Realistic Fiction, Mystery, Young Adult, Teen, Romance, Death, Young Adult, High School, Drama","34,542",4.05,English
1162,Frostbite (Vampire Academy Series #2),Richelle Mead,9781595141750,Penguin Young Readers Group,2008,"262,591","Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance","9,766",4.3,English
1163,Shadow Kiss (Vampire Academy Series #3),Richelle Mead,9781595141972,Penguin Young Readers Group,2008,"264,783","Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Fantasy, Supernatural, Fiction, Fantasy, Magic","9,771",4.38,English
1164,Blood Promise (Vampire Academy Series #4),Richelle Mead,9781595143105,Penguin Young Readers Group,2010,"237,449","Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance","8,550",4.35,English
1165,Spirit Bound (Vampire Academy Series #5),Richelle Mead,9781595143662,Penguin Young Readers Group,2011,"229,438","Young Adult, Fantasy, Paranormal, Paranormal, Vampires, Fantasy, Romance","7,832",4.37,English
1166,Last Sacrifice (Vampire Academy Series #6),Richelle Mead,9781595144409,Penguin Young Readers Group,2011,"205,316","Young Adult, Paranormal, Vampires, Fantasy, Paranormal, Fantasy","10,075",4.44,English
1167,The Golden Lily (Bloodlines Series #2),Richelle Mead,9781595146021,Penguin Young Readers Group,2013,"89,122","Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance","5,908",4.36,English
1168,The Indigo Spell (Richelle Mead's Bloodlines Series #3),Richelle Mead,9781595146137,Penguin Young Readers Group,2013,"73,969","Young Adult, Paranormal, Vampires, Fantasy, Fantasy, Paranormal, Romance","5,532",4.41,English
1169,The Ruby Circle (Bloodlines Series #6),Richelle Mead,9781595146335,Penguin Young Readers Group,2015,"30,742","Young Adult, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Romance","3,892",4.22,English
1170,Virals (Virals Series #1),Kathy Reichs,9781595144263,Penguin Young Readers Group,2011,"31,255","Young Adult, Mystery, Science Fiction","2,561",3.94,English
1171,An Ember in the Ashes (Ember in the Ashes Series #1),Sabaa Tahir,9781595148049,Penguin Young Readers Group,2016,"80,015","Fantasy, Young Adult, Romance, Science Fiction, Dystopia","12,912",4.32,English
1172,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,9781595551382, Thomas Nelson,2011,"37,139","Nonfiction, Biography, Religion, History, Religion, Theology","2,780",4.23,English
1173,Gaven,J. C. Owens,9781596329553," Loose Id, LLC",2009,"2,223","Romance, M M Romance, Fantasy, Fantasy, Paranormal, Erotica, Bdsm, Adult Fiction, Erotica",148,3.73,English
1174,American Born Chinese,Gene Luen Yang,9781596431522, First Second,2008,"46,266","Sequential Art, Graphic Novels, Young Adult, Sequential Art, Comics, Fiction, Fantasy","5,439",3.87,English
1175,The Gum Thief: A Novel,Douglas Coupland,9781596917538,Bloomsbury USA,2011,"8,843","Fiction, Cultural, Canada, Contemporary, Humor",648,3.5,English
1176,Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,Naomi Oreskes,9781596916104, Bloomsbury Press,2011,"2,404","Science, Nonfiction, Politics, History, Environment, Environment, Climate Change",355,4.15,English
1177,When You Ride Alone You Ride with Bin Laden: What the Government Should be Telling Us to Help Fight the War on Terrorism,Bill Maher,9781893224902,"Phoenix Books, Incorporated",2003,"2,077","Humor, Politics, Nonfiction, History, War, Terrorism, War, Science, Literature, American, Humor, Comedy, Audiobook",99,3.52,English
1178,The Algebraist,Iain M. Banks,9781597800440, Night Shade Books,2006,"14,202","Science Fiction, Fiction, Science Fiction, Space Opera",586,3.98,English
1179,The Windup Girl,Paolo Bacigalupi,9781597801577, Night Shade Books,2015,"47,648","Science Fiction, Fiction, Science Fiction, Cyberpunk, Science Fiction, Dystopia","5,255",3.74,English
